channel_title,title,views,likes,dislikes
Chouftv - ÿ¥ŸàŸÅ ÿ™ŸäŸÅŸä,ÿßŸÑÿ£ŸÖ ÿßŸÑŸÑŸä ŸàŸÑÿØÿßÿ™ 6 ÿØŸäÿßŸÑ ÿßŸÑÿ™ŸàÿßŸÖ ÿÆÿ±ÿ¨ÿßÿ™ ÿ®ÿßŸÑÿ≤ÿ∫ÿßÿ±Ÿäÿ™ ŸÖŸÜ ÿßŸÑŸÖÿµÿ≠ÿ© Ÿà ÿßÿ≥ÿ™ŸÇÿ®ŸÑŸàŸáÿß ÿπÿßÿ¶ŸÑÿ™Ÿáÿß ÿ®ÿßŸÑÿ≠ŸÑŸäÿ® Ÿà ÿßŸÑÿ™ŸÖÿ±,327558,4109,400
MMZ Music Official,MMZ - Babidi [Clip Officiel],327553,29356,556
RadaanMedia,‡Æµ‡Ææ‡Æ£‡Æø ‡Æ∞‡Ææ‡Æ£‡Æø - VAANI RANI -  Episode 1548 - 21/11/2017,327529,1635,473
NAZA,Naza - Pablo (Clip Officiel),327479,14606,631
Dear Caroline,Quand une FLEMMARDE est au BUREAU,327476,31581,521
Trash,9 MYST√àRES NATURELS que la SCIENCE N‚ÄôEXPLIQUE PAS üëΩ,327420,31705,454
Haroun,Haroun - Les notes Tinder,327384,10611,199
GameMixTreize,OMG !!! LA M√âT√âORITE TOMBE CE SOIR A 00H00 !!!! NOUVELLE MITRAILLEUSE L√âG√àRE ...,327373,15097,1454
Pat la r√©alisation,PAT - JE SUIS GENTIL 2,327364,31151,1035
RadaanMedia,‡Æµ‡Ææ‡Æ£‡Æø ‡Æ∞‡Ææ‡Æ£‡Æø - VAANI RANI -  Episode 1469 - 17/01/2018,327212,1448,528
Poisson F√©cond,Et Si Vous Deviez Distribuer Les Cadeaux du P√®re No√´l ? (en 360s),327110,18653,601
PHP,JR Smith Dumbest Play In NBA History! Game 1 Cavaliers vs Warriors 2018 NBA FINALS,327103,994,83
Vargasss 92,1er commandement de Vargasss - Un combattant tu deviendras !,327077,38169,1280
L'Actu Anim√©e,Johnny Hallyday est MORT - ACTU ANIM√âE #16,326892,25321,1244
Troom Troom FR,BONBONS G√âANTS XXL VS BONBONS MINIATURES / BLAGUES MARRANTES !,326834,8642,500
Daniil le Russe,POURQUOI LA RUSSIE VA GAGNER LA COUPE DU MONDE - Daniil le Russe,326798,26456,626
RadaanMedia,‡Æµ‡Ææ‡Æ£‡Æø ‡Æ∞‡Ææ‡Æ£‡Æø - VAANI RANI -  Episode 1491 - 13/02/2018,326683,1854,441
Baraka lBaraka,ŸÇÿØŸàÿ± Ÿà ÿπŸàŸäÿ¥ÿ© - ÿ∂ŸÄŸÄŸÄÿ±ÿ≥ŸÄŸÄŸÄÿ© ÿßŸÑÿπŸÄŸÄŸÄŸÇŸÄŸÄŸÄŸÄŸÄŸÑ,326666,13556,456
Proximity,Eminem - River ft. Ed Sheeran,326655,6903,301
RadaanMedia,‡Æµ‡Ææ‡Æ£‡Æø ‡Æ∞‡Ææ‡Æ£‡Æø - VAANI RANI -  Episode 1532 - 2/04/2018,326642,1828,498
Lama Fach√©,10 ENFANTS CELEBRES QUI SONT PLUS INTELLIGENTS QUE VOUS NE LE CROYEZ | Lama Fach√©,326565,11293,807
PRIME,D√âFI√â PAR UN OURS ! #LAVIDE 064,326560,27343,225
Proximity,Selena Gomez x Marshmello - Wolves (Chachi x Rick Wonder Remix),326537,7717,170
"Parlons peu, mais Parlons !",Films vs R√©alit√© (feat. MATH SE FAIT DES FILMS) - Parlons peu Mais parlons,326514,23684,446
LE ROI DES RATS,#LMPC7 - Le march√© de l'horreur et de l'hypocrisie,326464,38334,760
Guillaume Pley,VALD PARLE DE SON FILS EN DIRECT !,326345,11811,998
Konbini,"VALD, l'interview s√©rieuse (plus ou moins) - Konbini",326301,11932,283
Oum Walid,ŸÖÿ∑ÿ®ÿÆ ÿßŸÖ ŸàŸÑŸäÿØ ÿ≠ŸÑŸàÿ© ÿßŸÑŸÉŸàŸÉÿßŸàŸäÿ©,326299,14461,398
MGKVEVO,Machine Gun Kelly - 27,326186,38136,224
ÊπñÂçóÂç´ËßÜËäíÊûúTVÂÆòÊñπÈ¢ëÈÅì China HunanTV Official Channel,„ÄäÂêëÂæÄÁöÑÁîüÊ¥ª2„ÄãÁ¨¨8ÊúüÔºöÊ≠¶Â§ßÈùñÂøÜÂÜ¨Â••‰ºöÁõ¥Ë®Ä‚ÄúÈÄºÊÄ•Áúº‰∫Ü‚Äù ÈááËå∂Â•≥‰Ωü‰∏ΩÂ®ÖÂî±„ÄäÂ±±Ëå∂ÊÉÖÊ≠å„Äã Back to Field S2 EP8-20180608„ÄêÊπñÂçóÂç´ËßÜÂÆòÊñπÈ¢ëÈÅì„Äë,326054,1425,88
Aboudrar Aziz,"ROUND 7 : TU RIS, TU PERDS .... SP√âCIALE BEAUF !",325969,15052,718
Le Sport avec CANAL,J+1,325966,5296,136
Havana Express,Top Violin Covers of Popular Songs 2018 - Best Instrumental Violin Covers All Time,325859,837,209
FV Studios,ÿ¥ÿßŸáÿØ ÿ•ŸäŸáÿßÿ® ÿ£ŸÖŸäÿ± Ÿà ÿ®ŸÑŸÖŸäÿ± Ÿà ÿ£ÿ¥Ÿáÿ± ÿßŸÑŸÅŸÜÿßŸÜŸäŸÜ Ÿäÿ∫ŸÜŸàŸÜ ÿßŸÑÿ£ÿ∫ŸÜŸäÿ© ÿßŸÑÿ¥ŸáŸäÿ±ÿ© ÿ≠ÿ™Ÿâ ŸÑŸÇŸäÿ™ ŸÑŸä ÿ™ÿ®ÿ∫ŸäŸÜŸä ÿπÿßÿØ ÿ¨ÿßŸäÿß ÿ™ÿ≥ŸàŸÑ ŸÅŸäÿß,325749,2895,340
Golden Moustache,Golden Moustache : D√©j√† 5 ans de rire !,325744,17430,460
RadaanMedia,‡Æµ‡Ææ‡Æ£‡Æø ‡Æ∞‡Ææ‡Æ£‡Æø - VAANI RANI -  Episode 1422 - 20/11/2017,325741,1686,277
Late Night with Seth Meyers,"Russia Banned from Winter Olympics, Krampus Night - Monologue",325695,4581,122
Topito,Top 7 des th√©ories les plus folles sur Harry Potter et le monde des sorciers,325596,22084,239
Al Aoula TV,Kloub Taiha - Ep 14 - ŸÇŸÑŸàÿ® ÿ™ÿßŸäŸîŸáÿ© ÿßŸÑÿ≠ŸÑŸÇÿ©,325557,2606,254
Lindsey Stirling,Lindsey Stirling - The Greatest Showman Medley,325507,42812,258
Trash,5 √âP√âES les plus FASCINANTES DE L'HISTOIRE,325487,22151,427
T√©l√© Maroc,ÿ®ŸàÿµŸÖŸëÿ©: ŸÇÿ™ŸÑÿ™ 6 ŸÅŸÜŸáÿßÿ± Ÿàÿßÿ≠ÿØ ŸàŸáÿß ÿπŸÑÿßÿ¥ ŸÇÿ™ŸÑÿ™ŸáŸÖ | telemaroc,325443,2723,538
Ligue 1 Conforama,AS Monaco - Olympique Lyonnais (3-2)  - R√©sum√© - (ASM - OL) / 2017-18,325389,2842,171
Ligue 1 Conforama,Toulouse FC - Olympique de Marseille (1-2)  - R√©sum√© - (TFC - OM) / 2017-18,325086,3203,184
VikatanTV,"Priyamanaval Episode 924, 27/01/18",325036,1597,907
Wooshes - Vincent Scalera,QUAND tu T'EMBROUILLES dans la RUE... (Vincent Scalera - L√©a Camilleri) EN FAIT #S02 ep.11,325033,21495,245
Rom√©o Elvis - Officiel,Rom√©o Elvis x Le Motel - L' Amour avec des crocos,324995,23936,409
Chouftv - ÿ¥ŸàŸÅ ÿ™ŸäŸÅŸä,ÿ¥ŸàŸÅŸà ÿßŸÑŸÑÿπÿßÿ®ÿ© ÿØŸäÿßŸÑ ÿßŸÑŸÖŸÜÿ™ÿÆÿ® ÿßŸÑŸÖÿ∫ÿ±ÿ®Ÿä ÿ®ÿπÿØ ÿ≥Ÿáÿ±ÿ™ŸáŸÖ  ÿ®ÿπŸäŸÜ ÿßŸÑÿ∞ÿ¶ÿßÿ®..ÿ®ŸÜÿ™ ÿ±ŸàŸÜÿßÿ± ÿ±ÿßŸÉÿ®ÿ© ŸÖÿπ ÿ®ŸÑŸáŸÜÿØÿ© Ÿà ÿ®ŸÜÿ¥ÿ±ŸÇŸä,324910,2551,566
Koolchi.net,ÿßŸÑÿ≥ŸÑÿ≥ŸÑÿ© ÿßŸÑŸÉŸàŸÖŸäÿØŸäÿ©  ÿ®Ÿäÿ®ÿßŸÜ ÿØÿ≤ÿßŸäÿ±-  ÿßŸÑÿ≠ŸÑŸÇÿ©   Biban Dzair-  Episode 01,324869,2996,329
K-391,K-391 & Alan Walker - Ignite (feat. Julie Bergan & Seungri),324784,35361,246
Djadja & Dinaz,Djadja & Dinaz - J'comprends pas [Audio Officiel],324777,16712,225
Marodi TV S√©n√©gal,S√©rie Adja  - Episode 20,324773,4857,252
Chouftv - ÿ¥ŸàŸÅ ÿ™ŸäŸÅŸä,ÿ£ÿ≥ÿ±ÿßÿ± ÿÆÿßÿµÿ© ÿπŸÜ ÿµÿßÿ≠ÿ®  ŸÇŸÅÿ© ÿßŸÑÿµŸàŸäÿ±ÿ© ÿπŸÑŸâ ŸÑÿ≥ÿßŸÜ ÿ¨Ÿäÿ±ÿßŸÜŸá ÿ®ÿßŸÑÿØÿßÿ±ÿßŸÑÿ®Ÿäÿ∂ÿßÿ°,324772,1880,700
T√©l√© Maroc,ÿ≠ŸÖÿ≤ÿ© ÿßŸÑŸÅŸäŸÑÿßŸÑŸä Ÿäÿ∫ÿßÿØÿ± ÿ®ŸÑÿßÿ∑Ÿà ÿπŸÜÿØŸä ŸÖÿßŸäŸÅŸäÿØ ÿ®ÿßŸÉŸäÿß ŸàŸáÿ∞Ÿá ÿ™ŸÅÿßÿµŸäŸÑ ŸÜÿ≤ÿßÿπŸá ŸÖÿπ ÿ∑ÿßŸÑŸäÿ≥ | telemaroc,324710,5709,443
Good Mythical Morning,Valentine's Day Flowers Taste Test,324702,14908,153
Jaymax VI,MA MEUF - JAYMAXVI,324676,24718,325
Marodi TV S√©n√©gal,Pod et Marichou - Saison 2 - Episode 72,324642,4262,427
NugoBasilaiaa,Ousmane Dembele Vs Levante (Home) 720p (07.01.2017) HD By NugoBasilaia,324637,2899,175
Wass Freestyle,J‚ÄôOFFRE 100 EUROS √Ä CELUI QUI R√âUSSIT!,324564,24584,453
New life,ÿ∞ÿß ŸÅŸàŸäÿ≥ | ÿßŸÑŸÜŸáÿßÿ¶Ÿâ | ÿπÿµÿßŸÖ ŸÖŸÜ ÿßŸÑŸÖÿ∫ÿ±ÿ® | ŸÅÿ±ŸäŸÇ ÿ≠ŸÖÿßŸÇŸâ | 12-5-The Voice Arabic 2018,324550,5087,351
Coka√Øn.fr,Le Zap de Coka√Øn.fr n¬∞029,324545,4095,188
Troom Troom FR,8 ASTUCES FACILES ET DIY POUR VOTRE T√âL√âPHONE √Ä CONNA√éTRE !,324470,10117,672
FADI ALI,ÿ∞ÿß ŸÅŸàŸäÿ≥ ŸÉŸäÿØÿ≤ ÿßŸÑÿ≠ŸÑŸÇÿ© ÿßŸÑÿ≥ÿßÿ®ÿπÿ© ŸÖÿ±ÿ≠ŸÑÿ© ÿßŸÑŸÖŸàÿßÿ¨Ÿáÿ© - the voice Kids 13/01/2018,324384,2082,318
CLIQUE,L'affaire Th√©o : un an apr√®s - Clique Dimanche du 21/01 - CANAL+,324319,6520,1381
Mamytwink,Dans les passages secrets du Mont-Saint-Michel !,324239,28814,196
Football TV-2,Real Madrid vs Legans 2-1 - Resumen - Goals & Highlights (28 April 2018),324203,1855,510
Sananas,"MAI 2018 : DU BIEN, DU PAS BIEN & MON BABY !",324190,11496,698
ÊπñÂçóÂç´ËßÜËäíÊûúTVÂÆòÊñπÈ¢ëÈÅì China HunanTV Official Channel,„ÄäÂêëÂæÄÁöÑÁîüÊ¥ª2„ÄãÁ¨¨7ÊúüÔºö‰Ωü‰∏ΩÂ®ÖË¥§ÊÉ†‰πñÂ∑ßÂøô‰∏çÂÅú ÈªÑÁ£äÂÅöÁÜèÈ±ºÂêÉÂì≠ÊàöËñá Back to Field S2 EP7-20180601„ÄêÊπñÂçóÂç´ËßÜÂÆòÊñπÈ¢ëÈÅì„Äë,324143,1318,117
Marodi TV S√©n√©gal,S√©rie NAFI - Bande annonce Episode 15,324110,3594,171
MBC GROUP,ŸÖÿ≥ŸÑÿ≥ŸÑ ÿßŸÑŸáŸäÿ®ÿ© - ÿßŸÑÿ≠ŸÑŸÇÿ© 26 - ÿßŸÑÿØÿ® Ÿäÿ∏Ÿáÿ± ÿπŸÑŸâ ÿ≠ŸÇŸäŸÇÿ™Ÿá,324052,2694,128
Juste Zo√©,UN DRAW MY LIFE PAS COMME LES AUTRES ...,324032,46133,327
Morgan VS,Salade 5‚Ç¨ VS Salade a 555‚Ç¨ avec Baptiste et Fred.,323970,14886,366
MRCVEVO,MRC - T'inqui√®te pas (Official Music Video),323824,20056,386
Troom Troom FR,20 TOURS DE MAGIE QUE VOUS POUVEZ FAIRE TOUT DE SUITE,323819,8653,406
RadaanMedia,‡Æµ‡Ææ‡Æ£‡Æø ‡Æ∞‡Ææ‡Æ£‡Æø - VAANI RANI -  Episode 1561 - 07/5/2018,323784,1540,665
Morgan VS,Le FROMAGE le plus HARDCORE de France... avec PV Nova,323771,12304,261
Europe 1,VIDEO - Hommage √† Johnny : une derni√®re ovation pour saluer la m√©moire de l'artiste,323738,1438,164
"Parlons peu, mais Parlons !",Tu m'aimes tu me respectes ! (feat. JHON RACHID - AUDREY PIRAULT) - Parlons peu...,323727,19054,516
France tv sport,JO 2018 : Biathlon - Relais Mixte : Revivez la victoire magique du relais tricolore !,323724,3041,80
Dragon Ball Hype.,Dragon Ball Super Episode 128 Preview,323710,1808,89
Topito,Top 4 des astuces pour survivre si tu te perds dans la nature,323593,20637,423
TuF√∫tbol,S3V1LL4 VS B4Y3RN MUN1CH 1-2 ‚îÇ03 -04 -2018 ‚îÇ RESUMEN COMPLETO HD ‚öΩ,323580,820,129
Montreux Comedy,McFly et Carlito - M√¢le blanc privil√©gi√©,323557,17837,1125
MOR TV Toop,samhini 1294 Complete 2M ŸÖÿ≥ŸÑÿ≥ŸÑ ÿ≥ÿßŸÖÿ≠ŸäŸÜŸä 1294 ŸÉÿßŸÖŸÑÿ©,323555,1832,305
Raphael Cuesta,TIBO INSHAPE - QUE VAUT SA SALLE DE SPORT ?,323426,9429,1378
TV Derana,Deweni Inima | Episode 246 15th January 2018,323367,2217,264
La Vie,"A 10 ans, je quitte ma famille pour devenir gymnaste",323339,5967,270
Deutsch Algerien,ÿ£ŸáÿØÿßŸÅ ÿßŸÑŸÖŸÇÿßÿ®ŸÑÿ© ŸÉÿßŸÖŸÑÿ© ŸÖÿπ ÿ™ÿ£ŸÑŸÇ ÿßÿ®ŸÜ ÿßŸÑÿ¨ÿ≤ÿßÿ¶ÿ± ÿ®ÿ™ŸÖÿ±Ÿäÿ±ÿ© ÿ≠ÿßÿ≥ŸÖÿ© Ÿà ŸáÿØŸÅ ÿπÿßÿßÿßŸÑŸÖŸä 10/03/2018,323311,2055,100
MMZ Music Official,MMZ - OFF [Clip Officiel],323311,31933,470
Pierre Croce,On bat des records du monde #2 (avec Amixem),323290,32027,334
TRT 1,Dirili≈ü Ertuƒürul 116.B√∂l√ºm Tanƒ±tƒ±mƒ±,323203,5497,1646
Riding Zone,Ph√©nom√®ne BikeStormz : 4000 riders envahissent les rues de Londres !,323179,11618,181
Benjamin Verrecchia,Le karaoke du mal feat. Lolywood,323049,22047,444
Topito,"Top 5 des trucs que t'as pas envie de savoir sur tes parents, vraiment pas.",323027,16696,867
Yeni Gelin,Yeni Gelin 41. B√∂l√ºm,323015,3193,231
Mamytwink,‚ÄãON EXPLORE UNE GROTTE SOUTERRAINE (Claustrophobie),322983,21588,177
KEES,Les tutos danse de Kim : #3 Le Rock Acrobatique (Feat Makao) | KEES,322964,3613,1019
Disney FR,Les Indestructibles 2 - Premi√®re bande-annonce,322907,8807,93
Lolywood,La Rupture : Le Making-of,322891,17116,202
Music Relaxing,Morning Coffee Piano Music 2018 ‚Äì Hour Of Beautiful Piano Music For Wake Up and Gain Positive Energy,322843,1045,203
Acunn.com,Survivor 2018 | 10. B√∂l√ºm Tanƒ±tƒ±mƒ± | G√∂n√ºll√ºler'de sert tartƒ±≈üma!,322809,2317,217
Sneazzy,Sneazzy (Ft. Laylow & Jok'Air) - Jenny From Da Blocka,322708,20480,375
KEES,LITerview de Raphou #3 - Prostitution dans la t√©l√©-r√©alit√© : Emilie Amar balance tout ! | KEES,322690,4005,316
Trash,YOUTUBE EST PIRE que la T√âL√âVISION !?,322595,23116,573
DZ ALGERIA 2,ÿßŸÑŸÑÿ≠ÿ∏ÿßÿ™ ÿßŸÑÿ£ÿÆŸäÿ±ÿ© ŸÖŸÜ ÿ≠Ÿäÿßÿ© ÿßŸÑŸÅŸÜÿßŸÜ ÿßŸÑŸÅŸÉÿßŸáŸä ŸÖÿ≠ŸÖÿØ ÿ¨ÿØŸäÿØ ÿßŸÑŸÖÿØÿπŸà ŸáŸàÿßÿ±Ÿä,322542,1454,180
gamepley,FAIRE EXPLOSER UN BALLON M√âT√âO DE 25 M√àTRES DE DIAM√àTRE,322465,24148,1191
Math se fait des films !,LE MA√éTRE DES PRANKS - LE GRINCH,322353,38577,262
COLORS,Lomepal - Tout L√¢cher | A COLORS SHOW,322247,25422,390
Trash,10 SECRETS CACH√âS dans le D√âSERT,322141,22228,332
Wass Freestyle,LE FREESTYLE N'A PAS D'√ÇGE AVEC STUDIO DANIELLE !,322137,21041,446
RadaanMedia,‡Æµ‡Ææ‡Æ£‡Æø ‡Æ∞‡Ææ‡Æ£‡Æø - VAANI RANI -  Episode 1554 - 28/4/2018,322136,1785,346
RAZMO,PI√âGER UN INCONNU POUR LE MATCH PSG - REAL ‚öΩÔ∏è,322123,35702,2761
TV Derana,Deweni Inima | Episode 239 04th January 2018,322092,2125,223
Alex & PJ,La Plus GROSSE ANNONCE de ma VIE ‚ù§Ô∏è,322079,20340,959
Elhiwar Ettounsi,Denya Okhra S03 Epsidoe 01 Partie 02,321999,1897,314
Faycel Sghir - ŸÅŸäÿµŸÑ ÿßŸÑÿµÿ∫Ÿäÿ±,Faycel Sghir ft Japoni live 2018 | ÿπŸäÿ∑ŸÑÿ™ŸÉ ÿ£ŸÜÿß ŸÜÿ≥ŸÇÿ≥Ÿä ÿπŸÑŸäŸÉ,321960,15277,469
Top Mercato,"Le sale geste d'ALVES sur RONALDO, Mohamed HENNI casse encore une t√©l√©... le ZAP FOOT !",321905,7835,173
CYRIL /SUPERKONAR,J'AI VISIT√â UN CENTRE SPATIAL !,321860,28943,173
Hibapress,ŸÖŸàŸÑ ÿßŸÑÿ™ÿ±Ÿäÿ®Ÿàÿ±ÿ™Ÿàÿ±  ÿßŸÑÿ∞Ÿä ÿßÿ≥ÿ™ŸÇÿ®ŸÑŸá ÿßŸÑÿ≠ŸÖŸàÿ¥Ÿä ŸäŸÉÿ¥ŸÅ  ÿßŸÑÿ™ŸÅÿßÿµŸäŸÑ ÿßŸÑŸÉÿßŸÖŸÑÿ©  ŸÑŸÑŸàÿßŸÇÿπÿ©,321714,3287,423
Marodi TV S√©n√©gal,S√©rie NAFI - Episode  17,321708,4498,457
ELBILAD TV,ÿßŸÑÿπÿØÿØ 19 ŸÖŸÜ ÿßŸÑŸÉÿßŸÖŸäÿ±ÿß ÿßŸÑÿÆŸÅŸäÿ© ÿ±ÿØŸàÿß ÿ®ÿßŸÑŸÉŸÖ .. ÿ≠ŸÑŸÇÿ© ŸÖÿ´Ÿäÿ±ÿ© .. Ÿàÿ£ÿ≠ÿØÿßÿ´ ŸÖŸÅÿßÿ¨ÿ¶ÿ©.. ÿ¥ÿßŸáÿØŸàÿß:,321589,2659,531
Topito,Top 5 des preuves que tu vis chez ton chat (et non l‚Äôinverse),321539,21057,965
JuniorTV,ELLE EST DANGEREUSE - JUNIOR TV,321535,21471,363
maghrebi lite,ŸÑÿ≠ÿ∏ÿ© ÿßŸÑŸÇÿ®ÿ∂ ÿπŸÑŸâ ÿßŸÑÿ¥ÿÆÿµ ÿßŸÑŸÑŸä ÿ™ÿπÿØÿß ÿπŸÑŸâ ÿ•ŸÖÿßŸÖ ŸÖÿ≥ÿ¨ÿØ ÿ≠ÿ≥ÿßŸÜ ÿ®ÿßŸÑÿ±ÿ®ÿßÿ∑,321420,1127,347
JuniorTV,LE PEÃÄRE NOEÃàL EST FOU / JUNIOR TV,321352,15911,762
News Studio,samhini Ep 1391 2M Complete ŸÖÿ≥ŸÑÿ≥ŸÑ ÿ≥ÿßŸÖÿ≠ŸäŸÜŸä ÿßŸÑÿ≠ŸÑŸÇÿ© 1391 ŸÉÿßŸÖŸÑÿ©,321169,2688,339
Topito,Top 10 de vos pires propositions de top,321119,22257,679
CoD Forlan,J'ai pas lav√© ma piscine depuis 30 ans...,321090,36515,3354
Math se fait des films !,JOHN COFFEY N'A PLUS PEUR DU NOIR - LA LIGNE VERTE,321064,31208,173
Golden Moustache,SPRINGDALE (Bande-annonce),321020,15315,1665
Topito,Top 5 des raisons d'arr√™ter de faire la bise,320839,20200,3379
Nouvelles 24h,"M.o.r.t de Johnny Hally¬≠day : Michel Sardou brise enfin le silence, et lui rend hommage",320814,450,222
FilmsActu,"JURASSIC WORLD 2 Nouvelle Bande Annonce VF Teaser ‚ú© Chris Pratt, 2018",320801,3992,251
LaLiga Santander,Resumen de FC Barcelona vs Deportivo Alav√©s (2-1),320683,3174,261
ŸàŸéŸÑÿØŸí ÿßŸÑÿ¥ŸéŸëÿπÿ®Ÿí ÿ£ŸàŸÜŸí ŸÑÿßŸéŸäŸíŸÜŸí,ÿ≠ÿµÿ±Ÿäÿß..Ÿáÿ∞Ÿá ÿ≠ŸÇŸäŸÇÿ© ÿµŸàÿ±ÿ© ÿßŸÑÿ£ŸÖŸäÿ±ÿ© ŸÑŸÑÿß ÿ≥ŸÑŸÖŸâ ÿ®ÿ≥ÿ±ŸàÿßŸÑ ŸÖŸÇÿ∑ÿπ ÿ®ÿ®ÿßÿ±Ÿäÿ≥,320651,765,428
ÿßŸÑÿ¢ÿπŸÑÿßŸÖ ÿßŸÑŸÖŸàÿßÿ≤Ÿä,ÿπŸÑÿßÿ° ÿµÿßÿØŸÇ Ÿäÿ™ÿ£ŸÑŸÇ ÿ®ÿ™ÿ≠ŸÑŸäŸÑ ÿßÿµŸÄÿßÿ®ŸÄŸá ŸÖÿ≠ŸÖÿØ ÿµŸÑÿßÿ≠ Ÿàÿ™ÿπŸÖŸÄÿØ ÿ±ÿßŸÖŸàÿ≥ Ÿàÿßÿ≠ÿ™ŸÄŸÖÿßŸÑÿßÿ™ ŸÖÿ¥ŸÄÿßÿ±ŸÉÿ™Ÿá ŸÅŸâ ŸÉÿßÿ≥ ÿßŸÑÿπÿßŸÑŸÖ,320632,2160,361
Joe Show - ÿ¨Ÿà ÿ¥Ÿà,ÿ¨Ÿà ÿ¥Ÿà‚îÇŸÖŸàÿ≥ŸÖ 2‚îÇÿ≠ŸÑŸÇÿ© 32‚îÇÿßŸÑÿ∫ÿßÿ≤ ÿ•ÿ≥ÿ±ÿßÿ¶ŸäŸÑŸä ŸàÿßŸÑŸÅÿ±ÿßÿÆ ÿ®ÿ±ÿßÿ≤ŸäŸÑŸä,320562,9696,412
jonasmaniaclub,ÿ®ÿ±ŸÜÿßŸÖÿ¨ ÿ∞ÿß ŸÅŸàŸäÿ≥ The Voice ÿßŸÑŸÖŸàÿ≥ŸÖ ÿßŸÑÿ±ÿßÿ®ÿπ ÿßŸÑÿ≠ŸÑŸÇÿ© 2 ÿßŸÑÿ´ÿßŸÜŸäÿ©,320550,2060,395
Oum Walid,ŸÖÿ∑ÿ®ÿÆ ÿßŸÖ ŸàŸÑŸäÿØ ÿ®ÿ∑ÿßÿ∑ÿß ŸÖÿ≠ÿ¥Ÿäÿ© Ÿà ŸÑÿß ÿßÿ≥ŸáŸÑ,320403,13041,606
Topito,Top 5 des signes que cette personne est ton/ta BFF,320322,23140,324
RAZMO,PI√âGER DES INCONNUS SUR LEBONCOIN : #4 JE VOLE SON QUAD,320303,22155,2947
Alexandre Calvez,CE CASQUE ANALYSE VOS OREILLES !,320279,18877,563
Unicorn We are Legends,CALI TRIP - UNICORN 2018,320270,35321,264
RadaanMedia,‡Æµ‡Ææ‡Æ£‡Æø ‡Æ∞‡Ææ‡Æ£‡Æø - VAANI RANI -  Episode 1496 - 19/02/2018,320259,1495,430
How Talented,WOW!üò±üåü Simon Cowell¬¥s GOLDEN BUZZERS | Britain's & America's Got Talent 2018,320244,2602,124
Sissy MUA,"VOS 100 QUESTIONS LES + GENANTES !!! Sexe, couple, argent, religion...",320202,18793,1008
RadaanMedia,‡Æµ‡Ææ‡Æ£‡Æø ‡Æ∞‡Ææ‡Æ£‡Æø - VAANI RANI -  Episode 1574 - 22/5/2018,320101,1645,552
MattAllMediaThings,[EXCLU] Concerts av VALD LORENZO rencontre MISTER V & Le REGLEMENT ! Story record,319992,4211,338
LefaAuthentiqueVEVO,Lefa - Potentiel (Clip officiel) ft. Orelsan,319974,29369,259
YouTunes,MA PLAYLIST DU MOIS #7 !,319941,27097,292
RadaanMedia,‡Æµ‡Ææ‡Æ£‡Æø ‡Æ∞‡Ææ‡Æ£‡Æø - VAANI RANI -  Episode 1579 - 28/5/2018,319920,1713,395
MoroccoTalksFootball,ÿßŸÑŸÖŸáÿØŸä ÿ®ŸÜÿπÿ∑Ÿäÿ© Ÿäÿ≥ÿ¨ŸÑ ŸàŸÇÿØŸÖ ÿ£ÿØÿßÿ° ÿπÿßŸÑŸÖŸä ÿ£ŸÖÿßŸÖ ŸÅÿ±ŸäŸÇŸá ÿßŸÑÿ≥ÿßÿ®ŸÇ ÿ±ŸàŸÖÿß ÿ®ÿ™ÿπŸÑŸäŸÇ ÿ±ÿ§ŸàŸÅ ÿÆŸÑŸäŸÅ 23/12,319899,2091,165
Topito,Trouver l'amour √† P√¥le emploi,319893,22904,355
Absol Vid√©os,L'homme le plus connu du Dark Web,319863,19339,437
Alexandre Calvez,CET ARBRE EST VRAIMENT MAGIQUE !,319769,23534,544
RadaanMedia,‡Æµ‡Ææ‡Æ£‡Æø ‡Æ∞‡Ææ‡Æ£‡Æø - VAANI RANI -  Episode 1483 03/02/2018,319732,1801,426
VD M.A,ŸÇŸÜÿßÿ© BBC ÿßŸÑÿßŸÜÿ¨ŸÑŸäÿ≤Ÿäÿ© ÿ™ŸÉÿ¥ŸÅ ÿßŸÑÿ≠ŸÇŸÄŸäŸÇÿ© ÿßŸÑŸÉÿßŸÖŸÑÿ© ŸÑŸÄ ÿ≠ÿ±ÿßŸÉ ÿ¨ŸÄÿ±ÿßÿØÿ© ŸàÿßŸÑÿπÿ´ŸÖÿßŸÜŸä ŸÑÿß ÿπŸÑŸÖ ŸÑŸá ÿ®ÿßŸÑŸÖŸàÿ∂Ÿàÿπ,319730,0,0
The Late Late Show with James Corden,Late Late Live Tinder,319698,6474,209
Coka√Øn.fr,Le Zap de Coka√Øn.fr n¬∞037 - 122 vid√©os,319657,4161,271
Ikram Bellanova,ŸÖÿ±ÿ≠ÿ®ÿß ÿ®ŸÉŸÖ üòçÿ≠ÿ∂ÿ±Ÿà ŸÖÿπŸä Ÿàÿ¨ÿ®ÿ© ÿπÿ¥ÿßÿ° ŸÑÿ∞Ÿäÿ∞ÿ© ÿ¨ÿØÿß üòãÿ£ŸÖÿ≥Ÿäÿ© ŸÖÿπŸä ŸÖÿπ ÿ™ÿ≠ÿ∂Ÿäÿ± ÿßŸÑÿ®ÿßÿ±ŸÖŸäÿ¨ÿßŸÜÿß / la parmigiana,319639,20310,703
